lead_id,full_name,company,title,linkedin_url,email,location,source
TR-HR-057,Tuncay Pamuklu,Doğan Holding,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Tuncay%20Pamuklu%20Do%C4%9Fan%20Holding,,İstanbul,"Verified: doganholding.com.tr, secretcv.com"
TR-HR-058,Abdulkerim Çay,Türk Hava Yolları,İnsan Kaynaklarından Sorumlu Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Abdulkerim%20%C3%87ay%20T%C3%BCrk%20Hava%20Yollar%C4%B1,,İstanbul,Verified: turkishairlines.com
TR-HR-059,Dilara Oğur,Pegasus Hava Yolları,İnsan Kaynaklarından Sorumlu Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Dilara%20O%C4%9Fur%20Pegasus%20Hava%20Yollar%C4%B1,,İstanbul,Verified: flypgs.com
TR-HR-060,Berrin Yılmaz,Enerjisa,İnsan ve Kültür Bölüm Başkanı (CHRO),https://www.linkedin.com/search/results/people/?keywords=Berrin%20Y%C4%B1lmaz%20Enerjisa,,İstanbul,Verified: enerjisa.com.tr
TR-HR-061,Önder Korkmaz,TÜPRAŞ,İnsan Kaynakları Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=%C3%96nder%20Korkmaz%20T%C3%9CPRA%C5%9E,,Kocaeli,Verified: tupras.com.tr
TR-HR-062,Gülay Savaşan,Aksa Enerji,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=G%C3%BClay%20Sava%C5%9Fan%20Aksa%20Enerji,,İstanbul,Verified: aksaenerji.com.tr
TR-HR-063,Burcu Cantekinler Koç,Unilever Türkiye,İnsan Kaynakları Başkanı,https://www.linkedin.com/search/results/people/?keywords=Burcu%20Cantekinler%20Ko%C3%A7%20Unilever%20T%C3%BCrkiye,,İstanbul,Verified: unilever.com.tr
TR-HR-064,Mısra Meriçten,P&G Türkiye,Kıdemli İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=M%C4%B1sra%20Meri%C3%A7ten%20P%26G%20T%C3%BCrkiye,,İstanbul,Verified: pg.com.tr
TR-HR-065,Burak Gürcan,Coca-Cola İçecek,İnsan Kaynaklarından Sorumlu İcra Kurulu Üyesi,https://www.linkedin.com/search/results/people/?keywords=Burak%20G%C3%BCrcan%20Coca-Cola%20%C4%B0%C3%A7ecek,,İstanbul,Verified: cci.com.tr
TR-HR-066,Oktay Cömert,Nestlé Türkiye,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Oktay%20C%C3%B6mert%20Nestl%C3%A9%20T%C3%BCrkiye,,İstanbul,Verified: nestle.com.tr
TR-HR-067,Oğuzhan Besli,Anadolu Efes,Türkiye İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=O%C4%9Fuzhan%20Besli%20Anadolu%20Efes,,İstanbul,Verified: anadoluefes.com
TR-HR-068,Eylem Özgür,Ülker / Yıldız Holding,İnsan Kaynakları Başkan Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Eylem%20%C3%96zg%C3%BCr%20%C3%9Clker%20/%20Y%C4%B1ld%C4%B1z%20Holding,,İstanbul,Verified: ulker.com.tr
TR-HR-069,Umut Günal,Koç Holding,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Umut%20G%C3%BCnal%20Ko%C3%A7%20Holding,,İstanbul,Verified: koc.com.tr
TR-HR-070,Yeşim Özlale Önen,Sabancı Holding,İnsan Kaynakları ve Sürdürülebilirlik Grup Başkanı,https://www.linkedin.com/search/results/people/?keywords=Ye%C5%9Fim%20%C3%96zlale%20%C3%96nen%20Sabanc%C4%B1%20Holding,,İstanbul,Verified: sabanci.com
TR-HR-071,Hakan Timur,Zorlu Holding,İnsan Kaynakları Grubu Başkanı,https://www.linkedin.com/search/results/people/?keywords=Hakan%20Timur%20Zorlu%20Holding,,İstanbul,Verified: zorlu.com.tr
TR-HR-072,Evrim Bayam,Eczacıbaşı Holding,İnsan Kaynakları Grup Başkanı,https://www.linkedin.com/search/results/people/?keywords=Evrim%20Bayam%20Eczac%C4%B1ba%C5%9F%C4%B1%20Holding,,İstanbul,Verified: eczacibasi.com.tr
TR-HR-073,Özge Bozkurt Altın,Kalyon Holding,İnsan Kaynakları Grup Başkanı,https://www.linkedin.com/search/results/people/?keywords=%C3%96zge%20Bozkurt%20Alt%C4%B1n%20Kalyon%20Holding,,İstanbul,Verified: kalyon.com
TR-HR-074,Melis Tunaveli,TAV Havalimanları,İnsan Kaynakları Grup Başkanı (CHRO),https://www.linkedin.com/search/results/people/?keywords=Melis%20Tunaveli%20TAV%20Havalimanlar%C4%B1,,İstanbul,Verified: tavhavalimanlari.com.tr
TR-HR-075,Yalçın Cihan Bicioğlu,Doğuş Otomotiv,İnsan Kaynakları ve Süreç Yönetimi Direktörü,https://www.linkedin.com/search/results/people/?keywords=Yal%C3%A7%C4%B1n%20Cihan%20Bicio%C4%9Flu%20Do%C4%9Fu%C5%9F%20Otomotiv,,İstanbul,Verified: dogusotomotiv.com.tr
TR-HR-076,Dr. M. Oğuzcan Bülbül,Abdi İbrahim,"İK, Kurumsal İletişim ve Sürdürülebilirlik Grup Başkanı",https://www.linkedin.com/search/results/people/?keywords=Dr.%20M.%20O%C4%9Fuzcan%20B%C3%BClb%C3%BCl%20Abdi%20%C4%B0brahim,,İstanbul,Verified: abdiibrahim.com.tr
TR-HR-077,Ayşe Eralp,Abdi İbrahim,Uluslararası Pazarlar İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Ay%C5%9Fe%20Eralp%20Abdi%20%C4%B0brahim,,İstanbul,Verified: abdiibrahim.com.tr
TR-HR-078,Kader Gönül Karaca,Eczacıbaşı Sağlık,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Kader%20G%C3%B6n%C3%BCl%20Karaca%20Eczac%C4%B1ba%C5%9F%C4%B1%20Sa%C4%9Fl%C4%B1k,,İstanbul,Verified: eczacibasisaglik.com.tr
TR-HR-079,Demet Gürsoy,Medicana Sağlık Grubu,İnsan Kaynakları Grup Başkanı,https://www.linkedin.com/search/results/people/?keywords=Demet%20G%C3%BCrsoy%20Medicana%20Sa%C4%9Fl%C4%B1k%20Grubu,,İstanbul,Verified: medicana.com.tr
TR-HR-080,Gökben Saraç Özalp,Acıbadem Sağlık Grubu,İnsan Kaynakları Direktör Vekili,https://www.linkedin.com/search/results/people/?keywords=G%C3%B6kben%20Sara%C3%A7%20%C3%96zalp%20Ac%C4%B1badem%20Sa%C4%9Fl%C4%B1k%20Grubu,,İstanbul,Verified: acibadem.com.tr
TR-HR-081,Muhammed Ali Işık,ASELSAN,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Muhammed%20Ali%20I%C5%9F%C4%B1k%20ASELSAN,,Ankara,"Verified: aselsan.com.tr, ssa.gov.tr"
TR-HR-082,Oğuzhan Coşkunyürek,HAVELSAN,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=O%C4%9Fuzhan%20Co%C5%9Fkuny%C3%BCrek%20HAVELSAN,,Ankara,Verified: havelsan.com.tr
TR-HR-083,Zeynep Ergenç,AXA Sigorta,İnsan Kaynakları Direktörü ve İcra Kurulu Üyesi,https://www.linkedin.com/search/results/people/?keywords=Zeynep%20Ergen%C3%A7%20AXA%20Sigorta,,İstanbul,Verified: axa.com.tr
TR-HR-084,Yiğitcan Bozoğlu,Aras Kargo,İnsan ve Kültür Başkan Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Yi%C4%9Fitcan%20Bozo%C4%9Flu%20Aras%20Kargo,,İstanbul,Verified: araskargo.com.tr
TR-HR-085,Salih Kayıkçıoğlu,Yurtiçi Kargo,İnsan Kaynakları ve Eğitim Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Salih%20Kay%C4%B1k%C3%A7%C4%B1o%C4%9Flu%20Yurti%C3%A7i%20Kargo,,İstanbul,Verified: yurticikargo.com
TR-HR-086,Selim Tunç,Hyundai Assan,İnsan Kaynakları Yönetimi Bölüm Müdürü,https://www.linkedin.com/search/results/people/?keywords=Selim%20Tun%C3%A7%20Hyundai%20Assan,,Kocaeli,Verified: hyundai.com.tr
TR-HR-087,Tolga Büyükçelik,Hyundai Assan,İnsan Kaynakları Planlama Bölüm Müdürü,https://www.linkedin.com/search/results/people/?keywords=Tolga%20B%C3%BCy%C3%BCk%C3%A7elik%20Hyundai%20Assan,,Kocaeli,Verified: hyundai.com.tr
TR-HR-088,Yakup İlkadlı,Kalyon Holding,İnsan Kaynakları Grup Müdürü,https://www.linkedin.com/search/results/people/?keywords=Yakup%20%C4%B0lkadl%C4%B1%20Kalyon%20Holding,,İstanbul,Verified: kalyon.com
TR-HR-089,Ebubekir Karabulut,Medicana Sağlık Grubu,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Ebubekir%20Karabulut%20Medicana%20Sa%C4%9Fl%C4%B1k%20Grubu,,İstanbul,Verified: medicana.com.tr
TR-HR-090,Sevil Kayaş Yılmaz,Danone Türkiye,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=Sevil%20Kaya%C5%9F%20Y%C4%B1lmaz%20Danone%20T%C3%BCrkiye,,İstanbul,Verified: danone.com.tr
TR-HR-091,Tülin Çalhan,Yurtiçi Kargo,İnsan Kaynakları Müdürü,https://www.linkedin.com/search/results/people/?keywords=T%C3%BClin%20%C3%87alhan%20Yurti%C3%A7i%20Kargo,,İstanbul,Verified: yurticikargo.com
TR-HR-092,Nilüfer Değirmenci,Teknosa,İnsan Kaynakları ve Sürdürülebilirlik Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Nil%C3%BCfer%20De%C4%9Firmenci%20Teknosa,,İstanbul,"Verified: teknosa.com, dha.com.tr"
TR-HR-093,Seçil Namruk,MediaMarkt Türkiye,İnsan Kaynakları Direktörü ve İcra Kurulu Üyesi,https://www.linkedin.com/search/results/people/?keywords=Se%C3%A7il%20Namruk%20MediaMarkt%20T%C3%BCrkiye,,İstanbul,Verified: mediamarkt.com.tr
TR-HR-094,Sebla Oran Palut,Koton,İnsan Kaynakları Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=Sebla%20Oran%20Palut%20Koton,,İstanbul,"Verified: koton.com.tr, KAP bildirimi"
TR-HR-095,Hüseyin Çolak,FLO Mağazacılık,İnsan Kaynakları Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=H%C3%BCseyin%20%C3%87olak%20FLO%20Ma%C4%9Fazac%C4%B1l%C4%B1k,,İstanbul,"Verified: hurriyet.com.tr, tradingview.com"
TR-HR-096,İrem Çalık,Otokoç Otomotiv,"İnsan Kaynakları, Sürdürülebilirlik ve Kalite Direktörü",https://www.linkedin.com/search/results/people/?keywords=%C4%B0rem%20%C3%87al%C4%B1k%20Otoko%C3%A7%20Otomotiv,,İstanbul,Verified: otokoc.com.tr
TR-HR-097,Selim Arda Üçer,Penti,Chief Operating Officer (eski İK Direktörü),https://www.linkedin.com/search/results/people/?keywords=Selim%20Arda%20%C3%9C%C3%A7er%20Penti,,İstanbul,"Verified: mediacat.com, ekonomidunya.com"
TR-HR-098,Pınar Anapa,Şekerbank,İnsan Kaynakları Genel Müdür Yardımcısı,https://www.linkedin.com/search/results/people/?keywords=P%C4%B1nar%20Anapa%20%C5%9Eekerbank,,İstanbul,"Verified: KAP bildirimi, sekerbank.com.tr"
TR-HR-099,Gözde Turan Aygör,AXA Sigorta,İnsan Kaynakları İş Ortaklığı Müdürü,https://www.linkedin.com/search/results/people/?keywords=G%C3%B6zde%20Turan%20Ayg%C3%B6r%20AXA%20Sigorta,,İstanbul,Verified: axa.com.tr
TR-HR-100,Özgür Burak Akkol,Türk Traktör,İnsan Kaynakları Direktörü,https://www.linkedin.com/search/results/people/?keywords=%C3%96zg%C3%BCr%20Burak%20Akkol%20T%C3%BCrk%20Trakt%C3%B6r,,Ankara,"Verified: turktraktor.com.tr, KAP bildirimi"
